Season,team,Games_L,Games_W,PointsScored_L,PointsScored_W,PointsAllowed_L,PointsAllowed_W,Margin_L,Margin_W
2010,1319,14,12,846,893,1080,794,-234,99
2010,1320,4,28,216,1810,243,1494,-27,316
2010,1321,13,20,843,1444,992,1170,-149,274
2010,1322,18,7,1266,594,1509,534,-243,60
2010,1323,11,23,782,1803,852,1490,-70,313
2010,1324,8,24,455,1952,635,1660,-180,292
2010,1325,14,20,924,1573,1011,1320,-87,253
2010,1326,7,27,430,2094,493,1588,-63,506
2010,1328,18,13,1212,1023,1441,842,-229,181
2010,1329,10,22,649,1729,770,1409,-121,320
2010,1330,8,26,465,1831,546,1397,-81,434
2010,1331,13,19,832,1395,948,1184,-116,211
2010,1332,16,16,991,1246,1235,1012,-244,234
2010,1333,17,14,933,918,1128,765,-195,153
2010,1334,11,20,643,1376,743,1121,-100,255
2010,1335,22,6,1323,428,1654,377,-331,51
2010,1336,20,11,1195,818,1354,651,-159,167
2010,1337,23,6,1451,456,1773,406,-322,50
2010,1338,8,24,463,1716,548,1416,-85,300
2010,1339,10,19,641,1419,785,1125,-144,294
2010,1340,19,11,1355,959,1592,802,-237,157
2010,1341,14,12,765,816,952,706,-187,110
2010,1342,26,4,1528,277,1967,250,-439,27
2010,1343,8,19,402,1183,467,962,-65,221
2010,1344,19,12,1518,1036,1711,836,-193,200
2010,1345,5,27,282,1993,337,1612,-55,381
2010,1346,9,23,576,1778,627,1486,-51,292
2010,1347,12,17,746,1278,908,1082,-162,196
2010,1348,9,23,570,1860,638,1603,-68,257
2010,1349,23,7,1407,503,1687,408,-280,95
2010,1350,8,26,499,1857,561,1555,-62,302
2010,1351,16,17,1020,1275,1247,1115,-227,160
2010,1352,11,23,666,1663,818,1415,-152,248
2010,1353,17,14,1090,1000,1359,874,-269,126
2010,1354,14,15,876,1129,1055,967,-179,162
2010,1355,16,12,1125,918,1295,776,-170,142
2010,1356,15,14,938,1082,1032,925,-94,157
2010,1357,15,14,1022,1065,1202,921,-180,144
2010,1358,7,21,550,1687,631,1394,-81,293
2010,1359,20,8,1106,502,1333,409,-227,93
2010,1360,21,10,1244,668,1488,566,-244,102
2010,1361,8,23,545,1619,608,1325,-63,294
2010,1362,18,10,1131,764,1384,672,-253,92
2010,1363,17,13,1188,1012,1398,881,-210,131
2010,1364,9,19,529,1363,640,1207,-111,156
2010,1365,21,9,1284,617,1541,564,-257,53
2010,1366,15,7,789,431,986,380,-197,51
2010,1367,23,6,1325,416,1608,358,-283,58
2010,1368,12,15,781,1137,900,950,-119,187
2010,1369,23,6,1369,442,1750,362,-381,80
2010,1370,14,17,1100,1389,1280,1208,-180,181
2010,1371,12,19,857,1637,967,1360,-110,277
2010,1372,9,20,505,1364,597,1131,-92,233
2010,1373,6,27,390,2100,463,1691,-73,409
2010,1374,17,12,1009,898,1145,739,-136,159
2010,1375,15,15,921,1051,1117,956,-196,95
2010,1376,16,15,1039,1188,1213,984,-174,204
2010,1377,9,18,585,1466,739,1256,-154,210
2010,1378,12,20,702,1467,849,1269,-147,198
2010,1379,13,16,749,1070,851,886,-102,184
2010,1380,24,5,1356,362,1755,332,-399,30
2010,1381,22,5,1303,368,1687,326,-384,42
2010,1382,16,14,1017,1080,1224,893,-207,187
2010,1383,18,11,1044,709,1232,652,-188,57
2010,1384,19,11,1140,735,1468,636,-328,99
2010,1385,15,17,934,1216,1083,1012,-149,204
2010,1386,20,11,1311,830,1600,730,-289,100
2010,1387,11,19,603,1293,710,1091,-107,202
2010,1388,5,25,337,2027,381,1607,-44,420
2010,1389,14,16,782,1081,916,892,-134,189
2010,1390,18,14,1204,1008,1399,838,-195,170
2010,1391,22,5,1251,338,1660,305,-409,33
2010,1392,9,21,547,1505,654,1264,-107,241
2010,1393,4,28,284,2323,317,1823,-33,500
2010,1394,15,14,929,1028,1095,839,-166,189
2010,1395,19,11,1204,802,1447,691,-243,111
2010,1396,5,29,263,1945,330,1579,-67,366
2010,1397,8,25,506,1924,625,1518,-119,406
2010,1398,23,9,1449,705,1741,633,-292,72
2010,1399,17,13,1182,1001,1479,905,-297,96
2010,1400,9,24,631,2050,733,1567,-102,483
2010,1401,9,22,598,1610,674,1333,-76,277
2010,1402,16,11,1122,933,1312,847,-190,86
2010,1403,15,17,1086,1355,1278,1161,-192,194
2010,1404,25,2,1569,141,1967,122,-398,19
2010,1405,28,3,1475,194,1910,181,-435,13
2010,1406,21,10,1339,785,1656,707,-317,78
2010,1407,12,17,818,1259,956,1124,-138,135
2010,1408,22,8,1262,602,1487,518,-225,84
2010,1409,11,22,707,1647,849,1313,-142,334
2010,1410,27,6,1628,391,2055,327,-427,64
2010,1411,16,15,952,1111,1138,917,-186,194
2010,1412,8,23,501,1583,564,1328,-63,255
2010,1413,18,12,1145,903,1360,790,-215,113
2010,1414,18,12,1112,887,1308,793,-196,94
2010,1415,17,10,979,682,1157,578,-178,104
2010,1416,17,14,1050,1003,1276,846,-226,157
2010,1417,18,14,1118,1021,1330,865,-212,156
2010,1418,16,12,1016,873,1136,753,-120,120
2010,1419,19,10,1252,683,1461,632,-209,51
2010,1420,26,4,1621,272,1983,232,-362,40
2010,1421,16,12,1005,1000,1298,899,-293,101
2010,1422,23,8,1399,567,1737,489,-338,78
2010,1423,22,9,1350,701,1620,595,-270,106
2010,1424,8,24,508,1820,577,1470,-69,350
2010,1425,14,16,757,1032,871,844,-114,188
2010,1426,14,12,949,936,1088,837,-139,99
2010,1427,11,16,694,1167,788,1015,-94,152
2010,1428,17,14,1110,949,1280,778,-170,171
2010,1429,7,26,428,2000,481,1505,-53,495
2010,1430,18,8,1040,550,1259,475,-219,75
2010,1431,6,26,454,1971,503,1551,-49,420
2010,1433,9,22,619,1719,673,1364,-54,355
2010,1434,17,12,1164,933,1358,833,-194,100
2010,1435,8,23,506,1898,576,1591,-70,307
2010,1436,9,25,561,1840,677,1511,-116,329
2010,1437,7,24,514,2045,575,1684,-61,361
2010,1438,16,15,923,1106,1096,875,-173,231
2010,1439,8,23,527,1728,605,1407,-78,321
2010,1440,19,6,1582,570,1924,515,-342,55
2010,1441,11,19,726,1452,869,1255,-143,197
2010,1442,17,10,932,611,1142,521,-210,90
2010,1443,13,21,842,1580,938,1331,-96,249
2010,1444,15,17,982,1219,1121,1029,-139,190
2010,1445,17,8,928,543,1290,490,-362,53
2010,1447,26,5,1534,350,1836,328,-302,22
2010,1448,10,19,634,1482,749,1236,-115,246
2010,1449,9,24,625,2008,727,1581,-102,427
2010,1450,15,15,989,1153,1153,969,-164,184
2010,1451,10,18,690,1447,776,1218,-86,229
2010,1452,6,27,433,1975,472,1633,-39,342
2010,1453,12,19,706,1412,869,1223,-163,189
2010,1454,14,18,880,1339,997,1190,-117,149
2010,1455,9,24,533,1745,609,1429,-76,316
2010,1456,10,21,614,1433,701,1300,-87,133
2010,1457,13,17,718,1159,883,975,-165,184
2010,1458,8,23,462,1630,525,1217,-63,413
2010,1459,8,25,515,1763,561,1481,-46,282
2010,1460,12,20,733,1430,821,1129,-88,301
2010,1461,21,8,1318,629,1607,558,-289,71
2010,1462,8,24,563,1998,632,1578,-69,420
2010,1463,19,11,1245,730,1494,592,-249,138
2010,1464,22,6,1392,441,1623,381,-231,60
2011,1102,14,14,805,994,980,834,-175,160
2011,1103,12,22,754,1625,895,1360,-141,265
2011,1104,11,21,665,1468,773,1123,-108,345
2011,1105,15,10,888,682,1084,572,-196,110
2011,1106,17,15,930,1040,1207,855,-277,185
2011,1107,16,16,924,1089,1125,923,-201,166
2011,1108,24,4,1529,309,1973,285,-444,24
2011,1110,9,22,512,1539,627,1346,-115,193
2011,1111,15,14,1010,1063,1184,943,-174,120
2011,1112,7,27,468,2134,548,1746,-80,388
2011,1113,19,12,1152,831,1364,709,-212,122
2011,1114,16,17,1021,1166,1214,1015,-193,151
2011,1115,24,7,1347,503,1777,444,-430,59
2011,1116,13,18,794,1397,943,1126,-149,271
2011,1117,15,15,924,1059,1093,892,-169,167
2011,1119,19,10,1231,741,1446,646,-215,95
2011,1120,20,10,1147,708,1370,631,-223,77
2011,1122,13,18,877,1340,981,1117,-104,223
2011,1123,12,18,739,1286,873,1071,-134,215
2011,1124,13,17,814,1276,951,983,-137,293
2011,1125,4,30,281,2451,309,1797,-28,654
2011,1126,12,17,680,1192,878,1061,-198,131
2011,1127,23,8,1286,575,1628,495,-342,80
2011,1129,12,19,827,1460,920,1182,-93,278
2011,1130,12,20,746,1545,882,1325,-136,220
2011,1131,13,21,795,1422,921,1229,-126,193
2011,1132,19,13,1120,915,1353,807,-233,108
2011,1133,20,11,1244,766,1438,671,-194,95
2011,1135,17,10,1127,787,1315,684,-188,103
2011,1136,21,8,1357,573,1680,536,-323,37
2011,1137,8,25,533,1802,610,1483,-77,319
2011,1138,13,17,860,1273,945,1011,-85,262
2011,1139,9,22,595,1652,670,1345,-75,307
2011,1140,4,29,274,2408,326,1913,-52,495
2011,1141,21,9,1157,621,1388,558,-231,63
2011,1142,14,15,780,952,909,807,-129,145
2011,1143,14,17,966,1276,1132,1087,-166,189
2011,1144,19,11,1137,818,1332,695,-195,123
2011,1145,15,15,975,1068,1135,889,-160,179
2011,1146,24,2,1569,147,1942,132,-373,15
2011,1147,27,1,1570,73,2209,60,-639,13
2011,1148,12,19,774,1396,872,1173,-98,223
2011,1149,16,12,1009,925,1148,794,-139,131
2011,1150,20,10,1299,698,1507,623,-208,75
2011,1151,16,14,999,1079,1281,1000,-282,79
2011,1152,25,4,1590,295,2279,268,-689,27
2011,1153,8,25,452,1824,557,1397,-105,427
2011,1154,22,8,1342,568,1652,468,-310,100
2011,1155,11,21,708,1476,767,1183,-59,293
2011,1156,8,24,530,1730,608,1448,-78,282
2011,1157,5,24,290,1851,343,1549,-53,302
2011,1158,10,24,668,1920,757,1575,-89,345
2011,1159,23,7,1373,574,1747,523,-374,51
2011,1160,13,20,947,1667,1071,1364,-124,303
2011,1161,12,18,797,1328,912,1142,-115,186
2011,1162,13,14,846,1072,989,940,-143,132
2011,1163,9,26,589,1980,665,1658,-76,322
2011,1164,14,13,947,1001,1100,876,-153,125
2011,1165,18,10,1134,772,1289,673,-155,99
2011,1166,14,19,866,1338,965,1136,-99,202
2011,1167,19,9,1199,708,1522,645,-323,63
2011,1168,20,10,1357,775,1559,719,-202,56
2011,1169,18,12,1138,910,1376,786,-238,124
2011,1170,21,5,1241,339,1528,311,-287,28
2011,1171,23,5,1314,353,1684,304,-370,49
2011,1172,14,16,934,1173,1070,990,-136,183
2011,1173,13,22,765,1564,907,1352,-142,212
2011,1174,17,14,1057,894,1270,795,-213,99
2011,1175,21,7,1226,482,1447,423,-221,59
2011,1176,17,13,889,911,1090,727,-201,184
2011,1177,24,7,1541,563,1892,486,-351,77
2011,1178,16,16,1090,1276,1239,1096,-149,180
2011,1179,18,13,1043,954,1318,782,-275,172
2011,1180,10,21,572,1403,686,1164,-114,239
2011,1181,4,30,266,2490,304,1881,-38,609
2011,1182,12,17,803,1419,874,1083,-71,336
2011,1183,20,7,1176,436,1395,393,-219,43
2011,1184,16,13,952,908,1124,761,-172,147
2011,1185,22,6,1287,382,1520,317,-233,65
2011,1186,20,8,1209,606,1460,531,-251,75
2011,1187,15,15,919,1098,1087,966,-168,132
2011,1188,21,4,1247,308,1736,287,-489,21
2011,1189,17,11,1148,876,1361,753,-213,123
2011,1190,11,21,628,1546,743,1303,-115,243
2011,1191,15,14,876,1018,1078,882,-202,136
2011,1192,24,5,1497,369,1778,330,-281,39
2011,1193,7,24,422,1598,490,1302,-68,296
2011,1194,10,19,618,1329,735,1183,-117,146
2011,1195,20,10,1223,747,1543,642,-320,105
2011,1196,7,26,452,1909,510,1571,-58,338
2011,1197,20,8,1239,484,1511,439,-272,45
2011,1198,19,9,1322,670,1523,612,-201,58
2011,1199,10,21,574,1575,669,1261,-95,314
2011,1200,21,7,1277,518,1618,451,-341,67
2011,1201,17,13,1033,989,1239,808,-206,181
2011,1202,10,20,595,1459,729,1210,-134,249
2011,1203,14,17,801,1210,973,1052,-172,158
2011,1204,27,2,1673,139,2057,125,-384,14
2011,1205,21,9,1230,601,1502,524,-272,77
2011,1206,6,26,413,1934,468,1501,-55,433
2011,1207,10,21,570,1632,677,1372,-107,260
2011,1208,11,21,706,1496,786,1271,-80,225
2011,1209,19,12,1070,849,1242,746,-172,103
2011,1210,18,13,1169,933,1368,711,-199,222
2011,1211,9,23,630,1798,713,1373,-83,425
2011,1212,21,12,1176,822,1528,734,-352,88
2011,1214,8,23,490,1584,537,1381,-47,203
2011,1216,20,11,1137,720,1365,631,-228,89
2011,1217,6,21,359,1578,410,1340,-51,238
2011,1218,12,17,759,1235,906,1054,-147,181
2011,1219,19,10,1152,722,1440,676,-288,46
2011,1220,11,20,675,1488,849,1312,-174,176
2011,1221,21,8,1342,607,1489,513,-147,94
2011,1222,18,10,1163,732,1322,664,-159,68
2011,1223,24,5,1601,408,1906,384,-305,24
2011,1224,24,6,1359,394,1738,360,-379,34
2011,1225,13,17,821,1192,966,1013,-145,179
2011,1226,20,7,1200,531,1487,484,-287,47
2011,1227,24,6,1452,397,1741,357,-289,40
2011,1228,13,19,829,1452,917,1170,-88,282
2011,1229,19,12,1085,808,1263,714,-178,94
2011,1231,20,12,1300,926,1510,672,-210,254
2011,1232,13,19,827,1280,972,1101,-145,179
2011,1233,11,22,780,1827,826,1457,-46,370
2011,1234,20,11,1299,785,1514,596,-215,189
2011,1235,16,16,1107,1288,1277,980,-170,308
2011,1236,12,17,778,1347,953,1085,-175,262
2011,1237,14,17,885,1293,1045,1095,-160,198
2011,1238,15,15,871,1064,1057,865,-186,199
2011,1239,11,18,702,1254,806,1084,-104,170
2011,1240,25,4,1488,261,1685,231,-197,30
2011,1241,11,21,736,1554,809,1363,-73,191
2011,1242,2,32,131,2670,158,2060,-27,610
2011,1243,10,21,611,1643,726,1324,-115,319
2011,1244,23,7,1419,516,1795,463,-376,53
2011,1245,11,22,701,1614,802,1381,-101,233
2011,1246,8,25,566,1956,603,1504,-37,452
2011,1247,18,15,1324,1212,1519,1076,-195,136
2011,1248,19,12,1217,925,1431,806,-214,119
2011,1249,17,9,1209,784,1355,657,-146,127
2011,1250,15,16,1033,1249,1154,1078,-121,171
2011,1251,13,16,788,1129,929,1010,-141,119
2011,1252,13,16,843,1341,996,1139,-153,202
2011,1253,11,20,764,1479,902,1263,-138,216
2011,1254,5,27,349,2294,390,1974,-41,320
2011,1255,19,8,1270,667,1689,583,-419,84
2011,1256,20,11,1190,771,1452,664,-262,107
2011,1257,9,25,578,1984,645,1552,-67,432
2011,1258,21,9,1410,677,1589,590,-179,87
2011,1259,15,15,910,1113,1059,952,-149,161
2011,1260,15,16,941,1212,1093,972,-152,240
2011,1261,21,11,1193,798,1486,644,-293,154
2011,1263,15,14,986,1008,1141,825,-155,183
2011,1264,25,6,1469,393,1785,376,-316,17
2011,1265,27,6,1563,416,2021,362,-458,54
2011,1266,14,20,960,1627,1067,1281,-107,346
2011,1267,11,20,710,1540,803,1306,-93,234
2011,1268,14,19,959,1577,1096,1135,-137,442
2011,1269,15,14,918,987,1143,840,-225,147
2011,1270,11,17,717,1293,869,1132,-152,161
2011,1271,22,7,1342,566,1728,526,-386,40
2011,1272,9,25,570,1879,697,1618,-127,261
2011,1273,18,14,1191,962,1355,859,-164,103
2011,1274,14,19,893,1456,979,1241,-86,215
2011,1275,16,15,922,1133,1153,1033,-231,100
2011,1276,13,19,740,1356,859,1145,-119,211
2011,1277,14,18,843,1337,1000,1111,-157,226
2011,1278,14,17,873,1264,977,1099,-104,165
2011,1279,13,20,881,1558,1009,1264,-128,294
2011,1280,14,17,924,1241,1095,1082,-171,159
2011,1281,10,22,746,1841,846,1453,-100,388
2011,1282,14,15,933,1096,1202,956,-269,140
2011,1283,8,25,492,1791,553,1499,-61,292
2011,1284,21,9,1216,602,1427,549,-211,53
2011,1285,10,19,560,1352,668,1094,-108,258
2011,1286,18,11,1088,805,1296,707,-208,98
2011,1287,9,22,511,1624,586,1337,-75,287
2011,1288,14,17,875,1186,1047,1024,-172,162
2011,1290,19,13,1147,1039,1522,871,-375,168
2011,1291,21,11,1209,731,1499,625,-290,106
2011,1292,16,15,1044,1084,1175,900,-131,184
2011,1293,8,21,470,1470,542,1226,-72,244
2011,1294,10,19,662,1398,758,1175,-96,223
2011,1295,15,12,1058,939,1160,784,-102,155
2011,1296,21,8,1363,611,1592,550,-229,61
2011,1298,20,10,1273,766,1536,656,-263,110
2011,1299,17,12,1092,935,1370,825,-278,110
2011,1300,15,11,906,809,1107,738,-201,71
2011,1301,16,15,1016,1175,1232,952,-216,223
2011,1304,12,19,753,1322,834,1026,-81,296
2011,1305,19,12,1207,960,1377,838,-170,122
2011,1306,18,11,970,700,1156,623,-186,77
2011,1307,12,20,808,1540,892,1229,-84,311
2011,1308,17,14,1114,1077,1303,905,-189,172
2011,1310,23,9,1368,598,1714,536,-346,62
2011,1311,14,10,802,687,958,560,-156,127
2011,1312,15,11,946,805,1146,697,-200,108
2011,1313,20,12,1332,906,1611,779,-279,127
2011,1314,7,26,464,2066,533,1703,-69,363
2011,1315,14,15,820,1129,1025,1008,-205,121
2011,1316,19,15,1156,1052,1493,938,-337,114
2011,1317,11,20,757,1584,895,1335,-138,249
2011,1318,20,11,1228,836,1406,777,-178,59
2011,1319,12,17,812,1236,901,1012,-89,224
2011,1320,13,18,748,1201,860,1034,-112,167
2011,1321,13,18,786,1434,959,1145,-173,289
2011,1322,13,16,938,1284,1127,1149,-189,135
2011,1323,6,26,362,2070,448,1652,-86,418
2011,1324,9,24,660,2148,774,1752,-114,396
2011,1325,15,18,1058,1408,1209,1193,-151,215
2011,1326,2,32,130,2491,147,1887,-17,604
2011,1328,17,14,1005,1042,1262,869,-257,173
2011,1329,13,19,762,1421,911,1225,-149,196
2011,1330,6,27,336,1837,401,1523,-65,314
2011,1331,15,19,1049,1509,1179,1301,-130,208
2011,1332,17,15,1098,1097,1305,916,-207,181
2011,1333,20,11,1286,861,1521,735,-235,126
2011,1334,15,14,890,989,1022,810,-132,179
2011,1335,15,13,947,921,1122,784,-175,137
2011,1336,14,19,865,1215,1027,1033,-162,182
2011,1337,21,11,1358,842,1615,756,-257,86
2011,1338,5,27,319,2051,337,1614,-18,437
2011,1339,11,20,720,1488,854,1262,-134,226
2011,1340,16,13,1030,1047,1228,944,-198,103
2011,1341,22,7,1262,494,1649,422,-387,72
2011,1342,18,13,1018,897,1262,804,-244,93
2011,1343,6,24,385,1700,453,1465,-68,235
2011,1344,17,15,1231,1195,1425,986,-194,209
2011,1345,7,25,429,1896,497,1469,-68,427
2011,1346,9,22,625,1602,684,1398,-59,204
2011,1347,24,2,1377,131,1753,125,-376,6
2011,1348,13,19,811,1375,954,1188,-143,187
2011,1349,18,12,1170,840,1315,725,-145,115
2011,1350,7,27,451,1935,523,1551,-72,384
2011,1351,10,23,647,1789,761,1495,-114,294
2011,1352,14,18,886,1267,1045,1050,-159,217
2011,1353,17,15,1061,1061,1211,890,-150,171
2011,1354,22,6,1367,425,1645,375,-278,50
2011,1355,12,17,916,1439,1033,1115,-117,324
2011,1356,19,13,1088,865,1319,760,-231,105
2011,1357,18,11,1112,810,1308,709,-196,101
2011,1358,13,14,848,1033,967,873,-119,160
2011,1359,19,10,1079,664,1343,608,-264,56
2011,1360,24,4,1378,283,1733,258,-355,25
2011,1361,2,30,125,2148,151,1734,-26,414
2011,1362,14,15,859,1119,1023,1003,-164,116
2011,1363,15,16,1004,1218,1156,1102,-152,116
2011,1364,13,16,813,1155,923,984,-110,171
2011,1365,14,17,919,1320,1061,1159,-142,161
2011,1366,18,8,958,510,1183,457,-225,53
2011,1367,25,5,1392,354,1764,327,-372,27
2011,1368,14,12,809,921,996,826,-187,95
2011,1369,22,9,1354,662,1652,577,-298,85
2011,1370,20,11,1387,751,1687,665,-300,86
2011,1371,18,13,1047,1045,1202,837,-155,208
2011,1372,11,14,590,974,683,770,-93,204
2011,1373,18,13,1179,924,1346,823,-167,101
2011,1374,14,14,838,968,947,811,-109,157
2011,1375,16,10,1019,779,1253,687,-234,92
2011,1376,16,14,976,1051,1183,887,-207,164
2011,1377,15,14,1052,1184,1183,1031,-131,153
2011,1378,23,10,1343,701,1573,623,-230,78
2011,1379,10,19,668,1445,742,1182,-74,263
2011,1380,24,3,1331,180,1783,164,-452,16
2011,1381,18,10,1211,729,1447,615,-236,114
2011,1382,14,16,887,1215,1033,1067,-146,148
2011,1383,15,15,940,1062,1104,886,-164,176
2011,1384,21,9,1271,686,1589,598,-318,88
2011,1385,11,21,706,1536,826,1299,-120,237
2011,1386,22,11,1343,786,1595,706,-252,80
2011,1387,19,11,1119,762,1301,587,-182,175
2011,1388,8,23,547,1880,630,1441,-83,439
2011,1389,13,20,706,1320,865,1112,-159,208
2011,1390,16,15,961,1097,1143,877,-182,220
2011,1391,22,8,1345,586,1635,532,-290,54
2011,1392,17,14,955,916,1118,773,-163,143
2011,1393,7,26,472,1957,536,1554,-64,403
2011,1394,21,7,1202,499,1520,467,-318,32
2011,1395,22,11,1314,906,1582,736,-268,170
2011,1396,7,25,433,1837,491,1498,-58,339
2011,1397,14,19,918,1413,1002,1219,-84,194
2011,1398,16,12,1053,822,1204,738,-151,84
2011,1399,12,17,813,1290,933,1158,-120,132
2011,1400,7,27,502,2045,544,1543,-42,502
2011,1401,8,23,456,1671,542,1364,-86,307
2011,1402,15,14,1115,1096,1306,956,-191,140
2011,1403,19,13,1295,1047,1528,883,-233,164
2011,1404,21,10,1385,722,1725,623,-340,99
2011,1405,28,3,1550,223,2008,195,-458,28
2011,1406,26,4,1710,343,1965,314,-255,29
2011,1407,21,7,1424,552,1689,495,-265,57
2011,1408,17,10,1010,808,1153,654,-143,154
2011,1409,13,19,840,1415,937,1228,-97,187
2011,1410,25,3,1623,218,1938,187,-315,31
2011,1411,12,19,704,1278,872,1132,-168,146
2011,1412,8,22,528,1539,586,1284,-58,255
2011,1413,20,8,1327,659,1540,552,-213,107
2011,1414,19,12,1331,981,1497,859,-166,122
2011,1415,19,10,1120,749,1376,692,-256,57
2011,1416,11,18,692,1265,796,1033,-104,232
2011,1417,10,22,671,1568,758,1347,-87,221
2011,1418,14,13,921,969,1052,872,-131,97
2011,1419,24,5,1358,344,1690,311,-332,33
2011,1420,25,5,1548,380,1992,362,-444,18
2011,1421,13,16,893,1189,1025,970,-132,219
2011,1422,24,7,1660,544,2017,484,-357,60
2011,1423,18,13,1065,910,1270,797,-205,113
2011,1424,8,24,513,1788,582,1422,-69,366
2011,1425,14,19,899,1307,1000,1072,-101,235
2011,1426,16,9,1063,653,1221,548,-158,105
2011,1427,13,16,866,1178,977,1074,-111,104
2011,1428,18,12,1122,884,1353,776,-231,108
2011,1429,3,29,179,2102,210,1646,-31,456
2011,1430,11,15,718,1200,826,1035,-108,165
2011,1431,9,24,616,1710,683,1415,-67,295
2011,1433,11,23,706,1726,791,1502,-85,224
2011,1434,11,21,701,1577,821,1365,-120,212
2011,1435,10,23,690,1825,754,1478,-64,347
2011,1436,8,23,494,1593,608,1301,-114,292
2011,1437,11,21,714,1613,798,1300,-84,313
2011,1438,15,16,848,1070,1047,888,-199,182
2011,1439,11,21,637,1598,736,1264,-99,334
2011,1440,13,14,1031,1224,1199,1023,-168,201
2011,1441,15,17,942,1264,1142,1086,-200,178
2011,1442,23,4,1257,252,1570,228,-313,24
2011,1443,16,16,1052,1190,1245,1018,-193,172
2011,1444,12,19,823,1386,943,1213,-120,173
2011,1447,17,13,1077,952,1261,854,-184,98
2011,1448,24,8,1543,608,1946,523,-403,85
2011,1449,10,23,683,2073,736,1587,-53,486
2011,1450,12,19,782,1496,881,1199,-99,297
2011,1451,13,15,785,1122,936,959,-151,163
2011,1452,11,20,703,1453,781,1206,-78,247
2011,1453,18,13,1134,945,1312,841,-178,104
2011,1454,13,19,734,1471,918,1312,-184,159
2011,1455,8,23,516,1717,556,1366,-40,351
2011,1456,22,9,1329,650,1575,555,-246,95
2011,1457,17,11,1074,764,1237,662,-163,102
2011,1458,8,23,450,1664,514,1294,-64,370
2011,1459,12,21,792,1644,908,1331,-116,313
2011,1460,14,17,822,1166,949,984,-127,182
2011,1461,21,8,1315,557,1614,452,-299,105
2011,1462,7,24,418,1833,477,1524,-59,309
2011,1463,13,14,778,1045,887,941,-109,104
2011,1464,21,7,1400,508,1664,449,-264,59
2012,1102,16,11,927,711,1118,590,-191,121
2012,1103,11,21,710,1577,814,1286,-104,291
2012,1104,11,21,635,1443,714,1146,-79,297
2012,1105,21,5,1241,348,1507,304,-266,44
2012,1106,19,10,1032,642,1264,579,-232,63
2012,1107,14,19,897,1477,1042,1220,-145,257
2012,1108,21,7,1213,467,1533,398,-320,69
2012,1110,11,20,617,1381,736,1177,-119,204
2012,1111,18,11,1111,839,1320,736,-209,103
2012,1112,11,23,692,1670,753,1378,-61,292
2012,1113,21,10,1193,698,1437,619,-244,79
2012,1114,16,14,920,952,1090,841,-170,111
2012,1115,22,11,1287,726,1626,665,-339,61
2012,1116,14,18,901,1398,1101,1130,-200,268
2012,1117,20,13,1147,943,1365,813,-218,130
2012,1119,18,11,1102,830,1339,712,-237,118
2012,1120,16,15,895,1047,1114,869,-219,178
2012,1122,20,11,1303,841,1539,735,-236,106
2012,1123,15,14,833,994,978,805,-145,189
2012,1124,7,26,476,1975,548,1606,-72,369
2012,1125,7,26,518,2168,556,1672,-38,496
2012,1126,17,16,988,1155,1183,1028,-195,127
2012,1127,29,2,1632,130,2073,120,-441,10
2012,1129,17,12,995,960,1183,761,-188,199
2012,1130,22,9,1236,597,1592,533,-356,64
2012,1131,16,16,930,1115,1116,918,-186,197
2012,1132,15,15,959,1010,1072,844,-113,166
2012,1133,25,7,1451,504,1803,453,-352,51
2012,1135,23,7,1301,520,1632,456,-331,64
2012,1136,28,2,1723,129,2142,119,-419,10
2012,1137,9,23,545,1646,633,1335,-88,311
2012,1138,10,18,666,1331,746,1140,-80,191
2012,1139,14,19,841,1213,989,1024,-148,189
2012,1140,8,23,538,1891,639,1456,-101,435
2012,1141,21,10,1227,688,1466,608,-239,80
2012,1142,15,16,895,1083,1028,851,-133,232
2012,1143,9,24,604,1761,703,1336,-99,425
2012,1144,15,16,1057,1210,1247,1059,-190,151
2012,1145,25,5,1573,392,1919,352,-346,40
2012,1146,20,6,1285,510,1670,448,-385,62
2012,1148,16,13,1061,968,1255,783,-194,185
2012,1149,12,16,809,1301,940,1110,-131,191
2012,1150,17,13,1079,931,1256,810,-177,121
2012,1151,21,8,1392,587,1581,498,-189,89
2012,1152,25,3,1512,226,1983,208,-471,18
2012,1153,10,24,579,1750,651,1429,-72,321
2012,1154,24,4,1471,266,1809,231,-338,35
2012,1155,15,16,917,1084,1015,865,-98,219
2012,1156,10,21,589,1437,678,1172,-89,265
2012,1157,11,15,722,1087,816,939,-94,148
2012,1158,12,19,816,1375,933,1184,-117,191
2012,1159,22,8,1341,552,1697,512,-356,40
2012,1160,11,21,678,1443,811,1223,-133,220
2012,1161,11,20,692,1510,848,1271,-156,239
2012,1162,15,13,917,856,1037,728,-120,128
2012,1163,13,20,786,1486,893,1223,-107,263
2012,1164,16,11,1121,882,1297,777,-176,105
2012,1165,16,11,946,809,1105,733,-159,76
2012,1166,5,28,323,2318,376,1919,-53,399
2012,1167,14,15,887,1090,1072,966,-185,124
2012,1168,9,19,600,1534,671,1334,-71,200
2012,1169,21,5,1324,390,1624,351,-300,39
2012,1170,18,8,1139,600,1344,498,-205,102
2012,1171,25,4,1394,269,1616,236,-222,33
2012,1172,7,24,504,1894,580,1525,-76,369
2012,1173,12,20,807,1487,923,1224,-116,263
2012,1174,13,18,845,1303,959,1154,-114,149
2012,1175,14,13,801,926,968,794,-167,132
